,Text,Sentiment
2667,SPW ooking 50 % retracement move 8 today high 13.66,-1
2668,SPW I love bankrupt solar company momo pump FS TS CSIQ,-1
2669,ACX Today 's P read positive.Would like see stock back highs month-end. More result coming. XV BBH,1
2670,WT -Time break inverse H & S ... Target 50,1
2671,CHE ( home healthcare svs ) new all-time high heave volume,1
2672,user : GOOG Stop loss 803.79 beating 805.00,1
2673,BAC Will go 12 imho,-1
2674,GOOG Stop loss 804.41 beating 805.50,1
2675,Just pick couple MA13 PTS ODP good idea ? ol .,-1
2676,BAC Vol. Fall EOD.. Possibly Small Sell-Off !,-1
2677,BAC Out short Should go around 12.00 consolidate .,-1
2678,QCO Is run close ? Wonder Positive indicator. I still buy enough. Please come little .,1
2679,"ed Weekly Triangle SONC , ... ..Scaling p",1
2680,QCO new hod nice - hold overnight 34,1
2681,"ed Weekly Triangle DVAX , ... Open ong 2.95",1
2682,Two straight dojis CM 175 - big level .,-1
2683,"TSCO nice setup , maybe sideways day close 105 seal deal .",1
2684,GAE close right money 2.00 - see 2.20 tomorrow,1
2685,"user So , What That Mean ? DVAX",1
2686,"ed Monthly Triangle CSN , ... ..Scaling P",1
2687,"user OSV : Fundamentally , extremely cheap price zero growth. Coming someone n't like AAP/products",1
2688,ADM # Food # Archer Daniels Midland # breakout !,1
2689,"ed Weekly Triangle FNFG , ... ... Scaling p",1
2690,SMA nice,1
2691,# ed obin GB boing !,1
2692,en fuego ! FMX EWW # Mexico ! # international KO,1
2693,GEVO uptrending double bottom ; 50 DMA cross 200 DMA. Asc T/ = 20 DMA. Stop 2.25,1
2694,Market Notes Video - today 's News buy include INFI NTS BMN ANAD SGI DC AEP,1
2695,ZNGA look good long w stop 3.09.. still long mostly sell [ add ],1
2696,"Trade idea buy GGS 4.60 , target 5.47 , cut 4.20",1
2697,NOV National Oilwell Varco : Excellent Opportunity To Invest In ndervalued Company,1
2698,AfterHours Most Advanced : NTSP MBS SINA MDX OPE STA CTT AIA BEAV DMD ZB PI GDOT AWI,1
2699,GOOG I use Google. Heck I use Google everything. I n't stock I still bullish .,1
2700,I believe sort manipulation go XT compare price move underlie holding like WMT,-1
2701,For past 10 year book avg return : 6.6 % Jan Mar option expiration. Posting positive return 8 past 10 year,1
2702,For past 10 year post Best return : 21 % Worst return : -8 % Jan Mar option expiration time frame,1
2703,For past 10 year VFC book avg return : 7.3 % Jan Mar option expiration. Posting positive return 10/10 year ( 100 % ),1
2704,Both GI increase price 8 past 10 year Jan Mar option expiration time frame .,1
2705,VFC increase price 10 past 10 year ( 100 % time ) Jan Mar option expiration :,1
2706,The dip last week 15.55 might amaze opportunity investor buy OVTI,1
2707,MSFT close 200EMA.Short-term uptrend intact signal bullishness,1
2708,GD ABX NEM DZZ AY - Deutsche Bank : Today important day investor gold,-1
2709,ODP OMX two fail company join fail ONE !,-1
2710,"QCO Screener- 500k vol-over 2 % Divy-Peg 1-Positive Inst. Trans-25 % growth Q/Q-short interest 20 % , There 's one QCO",1
2711,user IFE good ? ; ),-1
2712,user EBAY radar move new range 52.26,1
2713,Pre-Market osers : HN GMN BHP BB SODA GD IO AGO A GDX,-1
2714,NEOG positive fundamental trend & push 48 cup & handle. pside mid-50+,1
2715,"SPW pause , SCTY continue run , > 20 % 1 month :",1
2716,short CAT,-1
2717,ODP 's !,1
2718,ISG technology still infancy ... demand there. Hospitals/surgeons want it. Will get good time imo .,1
2719,GAE 2.11+ sell daytrade & swing trade play 1.85 break 2.00 - sure thanks GAE,1
2720,VXY ZB_F reversal - # FED distribute cash bank GS JPM MS BAC,-1
2721,Fund trxfr good go tomorrow - joining DVAX bull add call,1
2722,NSPH Our software initiate purchase 2.03/share. We look quick 7-8 % # swingtrade # stock .,1
2723,AAP Apple VIX today .,1
2724,"CM 30 min O - ema below. Short thx user - position yet ,",-1
2725,JVA move nicely,1
2726,hum 72.6 strong get way back 71 70 .,-1
2727,"Green Daily Triangle MH , ... .Open Sell Short 3.93",-1
2728,GMX penny soon ?,-1
2729,MON How quickly investor forget massive beat earnings report Jan. And big uptick 2013 guidance. Short minded. SPY XB,1
2730,AON eaches New 52-Week High. ong beat 59.13. Stop loss 58.79,1
2731,SWI still small put context still look good,1
2732,SPY trigger 10:30 AM sorry _ get tie AAP,-1
2733,"OCN small entry , low volume decline support",1
2734,BAC ally resume Fed minute digest IMHO .,1
2735,"GOOG notice volume still come day , look solid",1
2736,"CTGX like u/c winner nice recovery , uptrend intact .",1
2737,HTZ reasonably tight consolidation far last week advance,1
2738,AEE say utility bore,1
2739,BAC Based Tech Analysis reach bottom Today. So rise rest day ( minus reaction Fed Minutes ),1
2740,"EN Take profit run. Nice run , 's over. Wal-mart sale 's get money new house. SE",-1
2741,AON Stop os 58.96 beat 59.30,1
2742,ast week interest tiny amount good news Huge pop AAP everybody want take,1
2743,WEN ho hum lot love today. CA,1
2744,"ed Weekly Triangle FNFG , ... Net Profit 21,240.00 ( 2.71 % )",-1
2745,VXY # FED POMOs flow ZB_F GS JPM MS BAC - free cash squeeze derivative pop market 1546 ES_F target,-1
2746,VXY Buy SPW 15.75 target near term solars new squeeze zone. VXY 0 .,-1
2747,Valentine & Winthorpe gon na pick DVAX start tomorrow,1
2748,"Green Weekly Triangle FNFG , ... .Open Sell Short 8.22",-1
2749,"Green Weekly Triangle FNFG , ... .Open Sell Short 8.22",-1
2750,"Green Weekly Triangle FNFG , ... .Open Sell Short 8.22",-1
2751,DNKN I love Dunkin Donuts right !,1
2752,NVDA work far still hold though .,1
2753,GOOG Glass coool,1
2754,WEN 5.65,1
2755,GS Conviction Buy Stocks With Most pside : AAP,1
2756,Glade I 'm fully hedge MCP 7 put friday. I think I 'll settle do trade,-1
2757,AAP 5 min - w/ O overlaid,-1
2758,user reporting NVDA Tegra 4i solid GP integrate modem perform well launch. Great !,1
2759,"user think name T4i red flag. sure 'd impact value proposition. Given source , sound net bullish NVDA",1
2760,SPW ... almost time daily short,-1
2761,Bot EC 2.65,1
2762,"( give general negative bias come NVDA , one read line user )",1
2763,EC look poise breakout next day attention appear return sector,1
2764,BAC Small Did FOMC Minutes ... Now resume close Green IMO !,1
2765,AAP 15 min - I 'm otus position try emulate user,-1
2766,EC Breakout Imminent .,1
2767,user - CM thx party invite. Along ride .,-1
2768,PHI Our software auto sell one cutting loss one -5 % trade .,-1
2769,eading stock continue breakdown even though major index one day multi year highs. TO EXP SODA KOS Y KBH AD OAS FB,-1
2770,ODP Has drop 4 high vol. # fallingknife,-1
2771,"ed Daily Triangle HEO , ... .. pdating ong Short Position",1
2772,AAP CM - 're follow strategy take profit b4 close .,-1
2773,Trouble homebuilder recent data ... XHB TO PHM DHI,-1
2774,COX short look good 'll see bell .,-1
2775,wonder metric Elon Musk try get analyst focus matures grow public company ... # notacarcompany tsla,1
2776,"CS - You say whatever like 6mo , thats 9mo long head-n-shldrs folk 1yr",-1
2777,"Damn near impossible get CS anything scalp long-side til see 21.50 , least-18 possible .",-1
2778,WMT expect miss late last week materialize tomorrow morning ... ong 67.50 put,-1
2779,user Meanwhile MA9s decaying ... SWHC,1
2780,"PAY Barron 's Blog : Verifone Plunges 25 % : Warns FYQ1 , Q2 To Miss Mile - Disclosure Short PAY",-1
2781,"AAP Short Setup : A catalyst could counter ( whoa , remember AAP catalyst ? ) 425 tgt , 435 resis",-1
2782,WMT DJ Wal-Mart de Mexico 4Q Earnings Slightly Below Expectations,-1
2783,"WMT add call today , might good , gap earnings last 2 time , rise next two week",1
2784,"So glad I sell pay around 31 , I tempt buy back , wo n't touch till dust settle , 's Norman 's land",-1
2785,AAP ( 65mims ) bear flags work ( watch volume confirm ),-1
2786,Video- ICE Short Part II .,-1
2787,'s folk CF # Cliffs Natural # h & S say much low # beep beep !,-1
2788,"SPY , ES , Define risk always , keep size proportionate , risk u afford lose..",-1
2789,JACK GB BK Burger stock fire WEN need catch up.Declining employment mean rise burger index .,1
2790,NVDA ZTE ship first Tegra 4 phone mid-2013,1
2791,The # SEC launch # investigation # Citron This company eleased inaccurate information DDD They short sell profit,1
2792,PAY VeriFone price target lower 15 27 Deutsche Bank - 1 4 Massive downgrade - Disclosure : Short PAY,-1
2793,WMT I 'm still short ... .,-1
2794,WMT look number see business slowing !,-1
2795,HSNI miss expectation : 4Q2012 EPS dilute 1 v 1.04 consensus v 1.06 whisper,-1
2796,WMT enough cash hand 'd short right,-1
2797,IBM double investment mobile. Analysis IBM : & broad mobile movement :,1
2798,"PSTI consolidation mode , close triangle breakout & Bollinger band volatility squeeze",1
2799,Yesterday 's earnings CNK suggest 25 handle 30,-1
2800,CAT Gap fill area approaching. Will fill next day .,-1
2801,Estimates move low SAFM EPS trend line break likely today support 47,-1
2802,"WMT BOOM : Feb sale start slow plan , due . . .to delay income tax refund , Bill Simon , CEO WMT.S # IT'SWOSETHANYOTHINK",-1
2803,"GDX GC_F GD NGT Squeeze JPM Comex short - get away murder , TX",1
2804,"IBM trading box ( also50EMA.. bottom box resistance hold , downside .",-1
2805,EC look like another day heavy volume/accumulation. Could get interesting .,1
2806,"ed Daily Triangle HEO , ... .Cover Short Position , ... Net Profit 76,560.00 ( 7.46 % )",1
2807,AAP 30 min - walk away. All .,1
2808,Call crazy buying AAP 0_o,1
2809,I also buy BAC VOD. I catch knife .,1
2810,"FIO No onger A High Flier , But Is The ong-Term Story Intact ?",1
2811,CBMX long 4.90 -4.95 play thru 5.00,1
2812,user : CBMX long 4.90 -4.95 play thru 5.00 - selling half 5.20 raise stop rest,1
2813,EA nice move ( long ),1
2814,SWHC add march 9 's 10 's here. I 'm do .,1
2815,DVAX buy'em,1
2816,WMT opening range 30 min. JPM comment negative. No position,-1
2817,user : F Foot ocker increase quarterly dividend 11 % 0.20 per share. ong beat 34.86. Stop loss 34.64,1
2818,"BAC lose 50 day , whole market go imo ...",-1
2819,"Is , look like double top HD ?",-1
2820,ATHX MACD cross,-1
2821,CS - To doubt ; today 're official break/trigger H & S pattern - low price come .,-1
2822,DVAX Valentine & Winthorpe buying,1
2823,"ed Weekly Triangle SD , ... .pdating",1
2824,AAP 200 ? user could buy w/ V 137 cash bank ! give kool-aide # mediawhore,1
2825,FOS short work great 4 since post yesterday !,-1
2826,SWY Option Bears buy put bet 500k 10 % move,-1
2827,FOS take 40 % short,-1
2828,"Green Monthly Triangle ISIS , ... .Scaling Down",-1
2829,CBMX unbelievable ! ! ! ! ! ! ! I happy sell I good call exact top,1
2830,FOS short test 50DMA awesome trade 4 2 day,-1
2831,"QCO one favorite value stocks. Zero debt , great margin , low P/E PEG , soar income. I long !",1
2832,"Green Weekly & Monthly Triangle HBAN , ... .pdating",-1
2833,PK watch decent spot get,1
2834,EC Big picture.Bullish B/O symmetrical Triangle confirm Expanding Volume.Buying dip,1
2835,BAC Thank greedy guy buy share 11.99 yesterday hit stop. I 'm sure 're investor .,-1
2836,"ed Weekly Triangle SHO , ... .pdating",1
2837,"BAC Breaking Down , SPY Next !",-1
2838,"FAZ Explode , Get eady , BAC break 50 day !",-1
2839,MBS Nice action breakout,1
2840,case u n't watch JCP closely. look volume spike .,1
2841,"ed Weekly Triangle DVAX , ... .Scaling P",1
2842,"V look Visa , champ , textbook bounce support outperform",1
2843,MHK > I mean say TD Buy Setup nderway ?,-1
2844,GMC another one 's hold well selloff,1
2845,"Green Weekly Triangle FNFG , ... .Scaling Down",-1
2846,ODP hang dear life ...,-1
2847,KKD let put cup handle earnings,1
2848,"user iGreed AAP Einhorn hold weekly conference , would help stock ! look like help whole mkt > It work Nsdq p",1
2849,AAP tip TC.. The tim TMI raise div buy back stock,1
2850,BAC 11.52 small resistance ...,1
2851,HPQ user option guest bloomberg tv say buy march 18 call also hedge sell feb 17.50 call guest T,-1
2852,Our software stop u NSPH today 5 % loss trade. Still hang tight HA -,-1
2853,PCYC volume everything ! POSTED VIDEO sound,1
2854,"Green Weekly Triangle CYTX , ... .Net Profit 31,761.00 ( 11.09 % )",1
2855,HPQ buy March 19 lotto call close ... Just case !,1
2856,Ops Misstype ! user Better buyback BAC 12.62-65 high volume IMO,1
2857,tie user 's # fashology theme ... GOOG + Warby Parker .,1
2858,user : BAC 's play short term ? > > Will depend economic data + StressTest - ong term ? > > 13-14.00,1
2859,WEN need take 5.60 next leg up. ADX MACD +VE,1
2860,AAP iToilet care get stock back 480 .,1
2861,MCD bear flag daily.. need hold 94-93 ...,-1
2862,"trade idea Buy GOOG 795 , target 980 , cut 740",1
2863,XCO gift matter look oversold undervalued IMO price NG correlate possible correction : VXX,1
2864,DDD SSYS XONE nice entry dip toe CIMT 9 beat street everyway Much potential : NGT FCX CO nice entry IMO : VXX,1
2865,user AMZN hold 50dma diamond pattern. ooks good high price ... imo,1
2866,BAC Fed 's Bullard : Fed Policy Stay 'Easy ' 'ong Time ',1
2867,BY day PAY ... market react yesterday ! 5.2 Forward P/E 's gift !,1
2868,Pre-Market Winners : HPQ APO AIG COG ETFC FAS GDI EDC TS COG AIG ONXX TNA DB,1
2869,Pre-Market osers : NFX AX ANF VXX ISG O JWN,-1
2870,short WG STK SNSS NPSP MM NDC HAO,-1
2871,ZNGA approve Nevada gamble license help drive revenue,1
2872,AAP yesterdays prediction 200/share I think maybe split finally double dividend ?,1
2873,look JCP finish ystdy 's move 22.50 ... . # shortterm,1
2874,user Why BAC struggle get move today ? > IMO We fill gap & go p !,1
2875,"JCP The next BBY ( IMM ) GMC , NFX ? Action would certainly indicate .",1
2876,"Green Weekly & Monthly Triangle ISIS , ... .Net Profit 75,852.90 ( 4.93 % )",1
2877,DVAX rocket time hold long 2.99,1
2878,add short WYNN,-1
2879,"Green Weekly & Monthly Triangle ISIS , ... .Net Profit 75,852.90 ( 4.93 % )",1
2880,SAVE edge ; analysis + look budget carrier : YAAY,1
2881,"ed Daily Triangle DEPO , ... .Open ong Short 6.66",-1
2882,"PAY run , short cover action , wait small enter ... I 'm always late !",1
2883,"PK still swing share , still least 17milion share feel pain still short",1
2884,"GOOG remind much AAP Sept bounce around time high.. new product horizon , time sell , buy back later",-1
2885,SFY - Attempting short stroke breakout form 3 week tight pattern. Study,1
2886,"ed Daily Triangle CYTX , ... .Open ong Short 3.38",1
2887,MD steady gainer since mid January. One alternative Bakken picks. North Dakota piece : CP IET,1
2888,GOOG doom user call COO ! SE SE SE,-1
2889,"user : Bulls try keep market green , tell struggle. Nasdaq 8 pts. AAP fading",-1
2890,WBMD trade move thru 20.00 long scale 19.75 - 19.80,1
2891,CF The trend over. Time step aside wait next one .,-1
2892,"EON 2.78 , stop 2.74",1
2893,NFX failure today 182.50-183 n't bode well next week. top list short Mon. w/ close 180,-1
2894,"Green Daily Triangle MNK , ... .Net Profit 9,587.50 ( 5.32 % )",1
2895,Watching GS closely today 's trend-line. Has lead SPY AND .,-1
2896,"ed Daily Triangle HEO , ... ..pdating",1
2897,"AN , WBMD , BOX , I like BOX best chance continue run-up tomorrow",1
2898,AAP 451 could start ankle grab session 0_o,1
2899,V MA FYI : When tag 50d 's yesterday also touch multi-year trendlines. Good spot long ( hold ) .,1
2900,Obligatory monthly post MA 's 2010 uptrend. February 2013 update : Still go .,1
2901,V Price sit 2011trendline speak .,1
2902,user I follow closely scaling plan I every level without dough CSN,1
2903,I 'm heavily bet SYX Monday 's earnings .,1
2904,bullish ZNGA [ online gamble legalize nev ],1
2905,EC pull back rise 50SMA low volume. Golden cross daily. Should react,1
2906,AAP 450 go hard open interest week exp .,1
2907,user : GOOG roll AAP roll ... rotation time. Always bother GOOG 10x less vol ? fast exit,-1
2908,EV buy pullback strong stock ; entry 39.74 stop 38.02,1
2909,"GOOG traction , vol , 3rd day low , last option day month ... flush ?",-1
2910,user : Glass potential make everyone spy creep GOOG ~ appeal hipster & pervs & voice cmd bad siri oh-no,-1
2911,NFX Does n't anyone else find delightfully amuse hit series title House Cards ?,-1
2912,emember Microsoft one world 's valuable company Gov't conspire take ? Apple know too. AAP,-1
2913,short WYNN. I still think 've see least short term top .,-1
2914,TA nice move since short 88.60 carry overnight .,-1
2915,GPN Groupon Bear bet 20 % move March 1st buy 5K Puts,-1
2916,"IP sneaky breakout second go close , wait day one",1
2917,CHK Consistently push 20.00 mark & 50 day arch nicely 200,1
2918,Some # insurance stock time highs ! AON AS TV WB Weeeeee SPX SPY,1
2919,ANA & AMN bounce double bottom - may see test back 9.00 ANA 8.75+ range,1
2920,CBMX - history repeat another HGE DAY - look BGMD TEK EXACT pattern - CBMX float 1mill - TEK 2.4,1
2921,DVAX witness record number call put contract busy trading session .,1
2922,OPK break sideways consolidation 5 % rally close resistance 7 .,1
2923,IDCC Breakout either side closing basis may give good direction. 50SMA act support,1
2924,YHOO Sitting highs. It interest see break 21.5 next week,1
2925,NFX If break 178.23 w volume may retreat support 160. Short-term bearish,-1
2926,"ZCS Got alert morning , bid 0.89 , ask 1.46",1
2927,HPQ awesome breakout. Buy dip,1
2928,"NTSP big winner # 13for2013 week , 25 % due buy-out .",1
2929,"DNKN digest gain sell pressure , pullback 50-d would healthy # 13for2013",1
2930,"FT - stock extend , take profit & look new base form # 13for2013",1
2931,"NKD well move average , look som eprofit take & new base formation # 13for2013",1
2932,"SSYS currently 200-d , look min 8 week base form ( would healthy ) # 13for2013",1
2933,S action last week look like S CW may heat big run # 3,1
2934,"Short list monday , AZK CENX DAKT EMK IO MVG QTY SNSS STK TAS VOCS",-1
2935,"DAKT short 9.88 / 100sma break , ideal flat/trendless/red spy , trade relative weakness",-1
2936,eading stock analysis update Failing breakout & high vol 50DMA break confirm correction. AAP FB DDD ES_F,-1
2937,CTIC look scale back long Monday hop sub 1.30 stock,1
2938,DAA nice double bottom form scale buy 1.00 bullish,1
2939,"CBK long 6.22 , want back top range 6.60 's ? , hammer 50sma & 01/31 low , light vol inside day",1
2940,CHK ove consolidation big move up.Strong support 20.Watch move 21,1
2941,XX - Cheap name ready clear bull flag volume continue .,1
2942,NKE bull penant ?,1
2943,END add list BEST STOCK PICKS - Trade Alerts send member .,1
2944,ICE add BEST STOCK PICKS short trade. We take profit short last Thursday,-1
2945,BBG Short 14.86 wait 14.79 break 02/04 low,-1
2946,HS Over 48.20 first small trade second line,1
2947,VXX VXY may play SPY QQQ DIA may pull back Watch NG GAZ AAP GD SV accumulation GDX NGT,1
2948,JCP aaaand go SG & A increase . . . # OSCAS2013,-1
2949,OMEX - TV tonight show call Silver ush - huge potential check -,1
2950,NKT - get 9.60 go thru 10.00 radar watch ! ! ! ! !,1
2951,"NIS 2,60 run hard. ONG",1
2952,iking user email I get DECK useful cc user,1
2953,"AIM look interesting trade , look open 1/2 po",1
2954,Pre-Market Winners : SI FAS DB TOT HTZ ASM EX TNA E NKD,1
2955,Pre-Market osers : DDD DDS DEO DST PSO VXX FXY GSK IO NGG,-1
2956,DDD split today stock 12+ % 33.25 cheap growth expectation point IMO nice dip toe : On VXX SPY,1
2957,OMEX 3.50 may b/out ! ! !,1
2958,"CHK 6,600 Weekly 20.50P buy vs. OI 148",-1
2959,OMEX sell 3.52 buying back 3.43,1
2960,DDD dip long - oversold split adn earnings confusion,1
2961,AAP Next resistance trendline 463.. go aapl go..,1
2962,"M back ascend triangle resistance break last week , bear trap",1
2963,"GD SV P ABX FCX AY NGT - Gold ebounds per euro progress , attention Fed report",1
2964,user : DDD split today stock 12+ % 33.25 cheap growth expectation point IMO nice dip toe,1
2965,BAC I tell last week people trade..Next Entry 11.65 On HIGH Volume IMO !,1
2966,NFX Anyone notice weak candles/support last hour ?,-1
2967,DDD ... safe Italian b/s : ),1
2968,ridiculous move nflx. ca n't believe 's still go too. 'm obviously short. x- (,-1
2969,DDD come 40 ! I get call 0.15 avg I would OVE pay ITM : ),1
2970,far look like WYNN fail 50ma,-1
2971,"ed Daily Triangle DVAX , ... .Net Profit 900.00 ( 3.78 % )",-1
2972,"buy little FTNT. After hacker attack , I need Cyber Security portfolio",1
2973,"HIG Fast Money Crew bright , buy HIG cause 1 % news O ! Genius ! Tomorrow might 3 % ...",-1
2974,"ed Daily Triangle DEPO , ... ..Scaling Short Position pdate",1
2975,VZ make new high,1
2976,DDD need clear 35.80 get 38 else 're gon na get short term chop !,1
2977,PA 1.42 pull back quite bit due shortage PA PPT great long term outlook along SWC,1
2978,short GMN SINA TA work well. Covering CVE.to small loss,-1
2979,AAP Apple 's stock 36 % low September high .,-1
2980,"cover TA short nice profit . Careful tomorrow , BErnanke consumer sonfidence numbers. Pare positions. SPY",-1
2981,Is last stance SPW pump dump collapse 11.63 ?,-1
2982,"user : DDD Motley Fool apologize wrong math , account stock split. Guidance much high report .",1
2983,DG Dollar General Option Trader buy 10K Calls bet 1.85 million move April,1
2984,still look nflx drop back 183 .,-1
2985,news APO ?,-1
2986,"There 's reason ZNGA one , large , lobbyist online gambling",1
2987,user : Cash Now 33 % Apple 's Market Cap AAP,1
2988,VZ play nicely last week 's video. SPY,1
2989,GOOG update alert : Almost 100 % today ! Now harm sell half let half ride trail stop,-1
2990,BAC next stop 10.50,-1
2991,"ed Monthly Triangle KWK , ... .Scaling Down",1
2992,CVM announce Taiwanese partner add two additional clinical center Phase III cancer clinical trial Multikin,1
2993,AXN become interest near multiple bottom. We make lot day ago,1
2994,ANTH CPX monitoring stricly,1
2995,AAP It may wise hold buy # AAP till fix second security bug. They better patch fast !,-1
2996,SPS Subtle ( bullish ) close. 1 Year ( weekly ),1
2997,"WMT next level resistance 71.70 , 72.60 , nuthin ' air ( note self : fill gap nicely )",1
2998,"XCO look good , user may onto something , big seller June 6 put bit floor",1
2999,AAP GOOG IMO stock split wealth effect ExBuy100 share WMT in1970 worth 14+Million receive 300k+yearly SDIV Ex KO GIS MCD Etc,1
3000,"BAX hold T trendline , nice r/r",1
3001,Market Wrap Video + Additions Watch ist include : AVP EOC INFI SEE SWY TAT,1
3002,Everyday I great Hangouts experience business use case ... goog,1
3003,"PAT ONE ES , SPY update",-1
3004,"ES , S PAT TWO , update",-1
3005,"ES SPY , S Part three final update..hedge define risk ...",-1
3006,NVDA NVIDIA show Phoenix reference phone MWC 2013,1
3007,Watch SGY break downward trend line upside potential move 23.50,1
3008,"user : user really believe Open fade sell BAC 11.14 > Hard say , stay 11.10 IMO",1
3009,GD SV NGT ABX FCX NEM - Goldman Sachs cut forecast gold price 2013 2014,-1
3010,HD bullish ? results. ong beat 67.24. Stop loss 66.64,1
3011,user : HD bullish ? results. ong beat 67.24. Stop loss 66.64,1
3012,"SWI still hold well , yet emerge consolidation",1
3013,"JPM 4 last 8 day saw distribution , may yet test 50dma , little damage do longer-term",1
3014,Would play wait see add SPW : add SCTY dip :,1
3015,SWY watch list close line volume 16 % full day average,1
3016,V might still get flush 152 longer-term solid,1
3017,APP Eric Beder Brean Capital launch APP : An nsinkable Brand : Initiating Coverage APP Buy ating & 2 PT,1
3018,AEE quiet refuge recent storm,1
3019,DOE look pretty ugly,-1
3020,AXTI Starting look strong again. 3x avg volume. First upside target 3.6,1
3021,"AAP I still hop big Split shareholder meeting , bring value investor chase away hedgies",1
3022,user : APO : SHOT setup post last week. Would look book gain u play one Study,-1
3023,AAP new strategy.. I purchase Jan 2015 's able scalp premium back .. time,1
3024,"MS make turn back , 23 call CHEAP !",1
3025,"Short Ideas , digest recent gains. BID CF APO MCP FCX NEM INTC CS IAG AKS AAP & .",-1
3026,Short Ideas digest recent gains. BID CF APO MCP FCX NEM INTC CS AKS AAP Further downside remain .,-1
3027,"ed Daily & Weekly Triangle DEPO , ... Cover Short Net Profit 24,338.00 ( 3.31 % )",1
3028,AAP never imagine aapl dump long BBY NOK,-1
3029,PPHM ike I say Jump Ship My foot Wet ...,-1
3030,"F , GM , slam consumer report Auto TM , top",-1
3031,user : PPHM Damn. Sorry folks. Pharms get take shed today .,-1
3032,user : PPHM big drop,-1
3033,user : PPHM next year right next year lol 's say last 15 years. ock put ES jail do,-1
3034,user : Cancer trial sabotage 's go jail first. Who work saboteur FBI figure out. PPHM DNDN jail time soon,-1
3035,NBS A Steal level .,1
3036,Beaten large cap technology stock lead intra-day short squeeze. INTC BID AAP,-1
3037,long AAP 439.5,1
3038,ZCS My PPS dollar. There reason stop go 5 dollar more. IMHO ... .,1
3039,"V pound table one , outperform SPY , MA , need follow thru seal deal",1
3040,HN try hold bottom channel,1
3041,AAP MO add Dow -- - 4 6 1 split,1
3042,"AAP n't know tail wag dog ( 3M share ! ) whole mrkt & holding ( except FB , BBY )",1
3043,AAP little pop taste hedge fund pile back in. BEWAE shorts. come soon .,1
3044,AAP value 450 share ? keep plaything ultra rich ( u like play pool ? ),1
3045,"CVX think 's good point enter one second trade sell. Since test one broken support , resistance .",-1
3046,XCO 6.52 technical support 6 min downside nice upside large shareholder Wilbur os NG price Caution os sell,1
3047,AAP rumour news ? # Idontthinkso know many seller 437,1
3048,"SII Sold 1/4 position 2.09 today..wanted lighten stock go uncertainty week , still large hold",1
3049,AAP OK bear pool !,1
3050,AW eod trade catch short long 2.18+,1
3051,AMN BY AY FCX ABX GOO GDX GDXJ GDX GGGG GT near low nice entry point GD SV exposure pay SDIV,1
3052,user : ZNGA 3 report NJ sign Online Gaming Bill ...,1
3053,SVM come approx50 % SV price may swing Straddle option H SVC SI miner gain exposure SV DSV HDGE,1
3054,ZNGA Zynga close Timonium video game studio broad consolidation Feb 26 17:38 - Ticking post = ong : ZNGA,1
3055,PZZA sell big high volume close.Then announce restatement.Market rig ? ? NAHHH !,-1
3056,"MON SI decline , downward trend , 98 support weakening , 8 & 20 DMA curl down. 96 next .",-1
3057,AVY Over 92.66,1
3058,EV 40.72,1
3059,EXH Over 24.90,1
3060,STZ Over 45.00,1
3061,AAP n't surprise # apple go much low # do I mean much low do,-1
3062,NFX 175.39 sell short,-1
3063,AAP Apple Support Further Below user Below,-1
3064,NIS time run higher. Breaked descend line,1
3065,Trade Ideas TIF PSN O F-short,1
3066,APA perfect DeMark sequential 9 buy today..started long yesterday .,1
3067,GMC watch 30 O flag,1
3068,HBAN Huntington Bank aunches Spartans Debit Card Michigan State niversity Fans. ong beat 6.92. Stop loss 6.86 .,1
3069,Transports move pretty strongly morning JBHT KS NP AGT,1
3070,BAC Home SAles Out VEY GOOD ! ! ! ! : ),1
3071,AAP I would prefer hit bottom early start long climb ...,1
3072,AAP ( 65mins ) Evening star reversal potential downtrend resistance,-1
3073,"overall market , AAP go down.. GOOG pop 800",1
3074,"Southern Comfort tasty ! OOPS , I mean SCCO JJC",1
3075,"user iSwing I like AN , FS here.. different sector look good",1
3076,NKD deliver knockout punch short still fight beast,1
3077,DDD let 's see break 36.50 hold today - former resistance level,1
3078,"AAP innovation dead ? What best sell computer , iPad mini , release 10/23/2012. iWatch ? iTV ?",1
3079,buy C today .,1
3080,"AAP historically release significant new product every 2-3 yrs. iPod 11/10/01 , iPhone 6/29/07 , iPad 4/3/10 , iPad mini 10/23/12",1
3081,CAT major thorn side today. Me short .,-1
3082,user : TJX stop loss 43.91 beating 44.27,1
3083,X nited States Steel Corp. option trader bet 670K 4.5 % move May Expiration,1
3084,V look well swing trade long base high,1
3085,CF 30 min O trigger earlier .,1
3086,"AAP 480 call Timmy Cooks investor meeting , .42 ...",1
3087,PCN booking acceleration could drive multiple expansion go forward,1
3088,user znga wan na see 10 day ema cross 200 SMA confirmation & entry trade,1
3089,Equity Alpha : QCOM long watch. New chip Internet Everywhere appealing. B/O 65.70 Tgt 67.50,1
3090,watch CME today possible breakout,1
3091,VBD may move back,1
3092,"SPW First Solar Showing Signs Fatigue. SunPower Yes , First Solar No .",1
3093,FIO reversal,1
3094,I like H .,1
3095,TJX stop loss 44.04 beating 44.43,1
3096,AAP Massive volume,1
3097,EA breaking .,1
3098,AAP right I hate stop,-1
3099,TSO - I see one mention Matrix lot today. I see why. Nice flag 20 ema bounce,1
3100,"user : New Jersey , Nevada egalize Online Gambling , Good News For Zynga ZNGA",1
